title,genres,director,cast,vote_average,metadata
Charly,Drama|Romance|Science Fiction,Ralph Nelson,Cliff Robertson|Claire Bloom|Lilia Skala,6.6,Drama|Romance|Science Fiction Ralph Nelson Cliff Robertson|Claire Bloom|Lilia Skala
Banshee Chapter,Horror|Thriller,Blair Erickson,Ted Levine|Katia Winter|Michael McMillian,5.7,Horror|Thriller Blair Erickson Ted Levine|Katia Winter|Michael McMillian
Ask Me Anything,Drama|Mystery|Thriller,Allison Burnett,Britt Robertson|Christian Slater|Justin Long,5.5,Drama|Mystery|Thriller Allison Burnett Britt Robertson|Christian Slater|Justin Long
And Then Came Love,Comedy|Romance,Richard Schenkman,Kevin Daniels|Michael Boatman|Jeremy Gumbs,5.0,Comedy|Romance Richard Schenkman Kevin Daniels|Michael Boatman|Jeremy Gumbs
Food Chains,Documentary,Sanjay Rawal,,7.4,Documentary Sanjay Rawal 
On the Waterfront,Crime|Drama,Elia Kazan,Marlon Brando|Karl Malden|Lee J. Cobb,8.0,Crime|Drama Elia Kazan Marlon Brando|Karl Malden|Lee J. Cobb
L!fe Happens,Comedy,Kat Coiro,Krysten Ritter|Kate Bosworth|Rachel Bilson,5.3,Comedy Kat Coiro Krysten Ritter|Kate Bosworth|Rachel Bilson
"4 Months, 3 Weeks and 2 Days",Drama,Cristian Mungiu,Anamaria Marinca|Laura Vasiliu|Vlad Ivanov,7.3,Drama Cristian Mungiu Anamaria Marinca|Laura Vasiliu|Vlad Ivanov
The Horror Network Vol. 1,Horror,Joseph Graham,Nick Frangione|Artem Mishin|Jan Cornet,5.0,Horror Joseph Graham Nick Frangione|Artem Mishin|Jan Cornet
Hard Candy,Drama|Thriller,David Slade,Patrick Wilson|Ellen Page|Sandra Oh,6.8,Drama|Thriller David Slade Patrick Wilson|Ellen Page|Sandra Oh
The Quiet,Drama|Thriller,Jamie Babbit,Elisha Cuthbert|Camilla Belle|Edie Falco,6.1,Drama|Thriller Jamie Babbit Elisha Cuthbert|Camilla Belle|Edie Falco
Circumstance,Drama,Maryam Keshavarz,Nikohl Boosheri|Sarah Kazemy|Reza Sixo Safai,7.4,Drama Maryam Keshavarz Nikohl Boosheri|Sarah Kazemy|Reza Sixo Safai
Fruitvale Station,Drama,Ryan Coogler,Michael B. Jordan|Octavia Spencer|Melonie Diaz,7.3,Drama Ryan Coogler Michael B. Jordan|Octavia Spencer|Melonie Diaz
The Brass Teapot,Comedy|Fantasy|Thriller,Ramaa Mosley,Juno Temple|Michael Angarano|Alexis Bledel,5.8,Comedy|Fantasy|Thriller Ramaa Mosley Juno Temple|Michael Angarano|Alexis Bledel
Bambi,Animation|Drama|Family,David Hand,Donnie Dunagan|Peter Behn|Stan Alexander,6.8,Animation|Drama|Family David Hand Donnie Dunagan|Peter Behn|Stan Alexander
The Hammer,Comedy,Charles Herman-Wurmfeld,Adam Carolla|Oswaldo Castillo|Harold House Moore,6.5,Comedy Charles Herman-Wurmfeld Adam Carolla|Oswaldo Castillo|Harold House Moore
Latter Days,Drama|Comedy|Romance,C. Jay Cox,Steve Sandvoss|Wes Ramsey|Jacqueline Bisset,6.7,Drama|Comedy|Romance C. Jay Cox Steve Sandvoss|Wes Ramsey|Jacqueline Bisset
Elza,Drama,Mariette Monpierre,Stana Roumillac|Vincent Byrd Le Sage|Christophe Cherki,0.0,Drama Mariette Monpierre Stana Roumillac|Vincent Byrd Le Sage|Christophe Cherki
1982,Drama,Tommy Oliver,Bokeem Woodbine|Sharon Leal|Wayne Brady,5.0,Drama Tommy Oliver Bokeem Woodbine|Sharon Leal|Wayne Brady
"For a Good Time, Call...",Comedy,Jamie Travis,Ari Graynor|Lauren Miller|Mark Webber,5.8,Comedy Jamie Travis Ari Graynor|Lauren Miller|Mark Webber
Celeste & Jesse Forever,Comedy|Drama|Romance,Lee Toland Krieger,Rashida Jones|Andy Samberg|Elijah Wood,6.4,Comedy|Drama|Romance Lee Toland Krieger Rashida Jones|Andy Samberg|Elijah Wood
Time Changer,Comedy|Drama|Family|Science Fiction,Rich Christiano,D. David Morin|Gavin MacLeod|Hal Linden,5.2,Comedy|Drama|Family|Science Fiction Rich Christiano D. David Morin|Gavin MacLeod|Hal Linden
London to Brighton,Crime|Drama|Thriller,Paul Andrew Williams,Georgia Groome|Johnny Harris|Sam Spruell,6.5,Crime|Drama|Thriller Paul Andrew Williams Georgia Groome|Johnny Harris|Sam Spruell
American Hero,Action|Comedy|Science Fiction,Nick Love,Stephen Dorff|Eddie Griffin|Bill Billions,5.0,Action|Comedy|Science Fiction Nick Love Stephen Dorff|Eddie Griffin|Bill Billions
Windsor Drive,Thriller|Mystery,Natalie Bible',Samaire Armstrong|Anna Gurji|Matt Cohen,2.0,Thriller|Mystery Natalie Bible' Samaire Armstrong|Anna Gurji|Matt Cohen
A Separation,Drama,Asghar Farhadi,Leila Hatami|Kimia Hosseini|Merila Zarei,7.7,Drama Asghar Farhadi Leila Hatami|Kimia Hosseini|Merila Zarei
Crying with Laughter,Comedy|Drama|Thriller,Justin Molotnikov,Stephen McCole|Malcolm Shields|Andrew Neil,7.0,Comedy|Drama|Thriller Justin Molotnikov Stephen McCole|Malcolm Shields|Andrew Neil
Welcome to the Dollhouse,Comedy|Drama,Todd Solondz,Heather Matarazzo|Victoria Davis|Christina Brucato,6.9,Comedy|Drama Todd Solondz Heather Matarazzo|Victoria Davis|Christina Brucato
Ruby in Paradise,Drama|Romance,Victor Nunez,Ashley Judd|Todd Field|Bentley Mitchum,5.6,Drama|Romance Victor Nunez Ashley Judd|Todd Field|Bentley Mitchum
Raising Victor Vargas,Drama|Romance,Peter Sollett,Victor Rasuk|Judy Marte|Melonie Diaz,7.8,Drama|Romance Peter Sollett Victor Rasuk|Judy Marte|Melonie Diaz
Pandora's Box,Drama|Thriller|Romance,G.W. Pabst,Louise Brooks|Fritz Kortner|Francis Lederer,7.6,Drama|Thriller|Romance G.W. Pabst Louise Brooks|Fritz Kortner|Francis Lederer
Harrison Montgomery,,,,0.0,  
Live-In Maid,Drama|Foreign,Jorge Gaggero,Norma Aleandro|Norma Argentina |Marcos Mundstock,7.8,Drama|Foreign Jorge Gaggero Norma Aleandro|Norma Argentina |Marcos Mundstock
Deterrence,Action|Drama|Mystery|Thriller,Rod Lurie,Kevin Pollak|Timothy Hutton|Sheryl Lee Ralph,6.1,Action|Drama|Mystery|Thriller Rod Lurie Kevin Pollak|Timothy Hutton|Sheryl Lee Ralph
The Mudge Boy,Drama,Michael Burke,Emile Hirsch|Tom Guiry|Richard Jenkins,7.3,Drama Michael Burke Emile Hirsch|Tom Guiry|Richard Jenkins
The Young Unknowns,Drama,Catherine Jelski,Devon Gummersall|Arly Jover|Eion Bailey,0.0,Drama Catherine Jelski Devon Gummersall|Arly Jover|Eion Bailey
Not Cool,Comedy,Shane Dawson,Shane Dawson|Cherami Leigh|Drew Monson,3.7,Comedy Shane Dawson Shane Dawson|Cherami Leigh|Drew Monson
Dead Snow,Horror|Comedy,Tommy Wirkola,Charlotte Frogner|Stig Frode Henriksen|Vegar Hoel,6.1,Horror|Comedy Tommy Wirkola Charlotte Frogner|Stig Frode Henriksen|Vegar Hoel
Saints and Soldiers,Action|Adventure|Drama|History|War,Ryan Little,Larry Bagby|Alexander Polinsky|Kirby Heyborne,6.6,Action|Adventure|Drama|History|War Ryan Little Larry Bagby|Alexander Polinsky|Kirby Heyborne
Vessel,Horror|Science Fiction,Clark Baker,Brandon Bales|Brandy Maasch|Julie Mintz,5.9,Horror|Science Fiction Clark Baker Brandon Bales|Brandy Maasch|Julie Mintz
American Graffiti,Comedy|Drama,George Lucas,Richard Dreyfuss|Ron Howard|Paul Le Mat,6.9,Comedy|Drama George Lucas Richard Dreyfuss|Ron Howard|Paul Le Mat
Iraq for Sale: The War Profiteers,Documentary,Robert Greenwald,Shereef Akeel,8.0,Documentary Robert Greenwald Shereef Akeel
Aqua Teen Hunger Force Colon Movie Film for Theaters,Animation|Comedy,Dave Willis,Dana Snyder|Carey Means|Dave Willis,6.5,Animation|Comedy Dave Willis Dana Snyder|Carey Means|Dave Willis
Safety Not Guaranteed,Comedy|Romance|Science Fiction|Drama,Colin Trevorrow,Aubrey Plaza|Mark Duplass|Jake Johnson,6.8,Comedy|Romance|Science Fiction|Drama Colin Trevorrow Aubrey Plaza|Mark Duplass|Jake Johnson
Kevin Hart: Laugh at My Pain,Comedy|Documentary,Tim Story,Kevin Hart|Na'im Lynn,7.7,Comedy|Documentary Tim Story Kevin Hart|Na'im Lynn
Kill List,Horror|Thriller|Crime,Ben Wheatley,Neil Maskell|MyAnna Buring|Harry Simpson,6.0,Horror|Thriller|Crime Ben Wheatley Neil Maskell|MyAnna Buring|Harry Simpson
The Innkeepers,Horror|Thriller,Ti West,Sara Paxton|Pat Healy|Kelly McGillis,5.4,Horror|Thriller Ti West Sara Paxton|Pat Healy|Kelly McGillis
The Conformist,Drama,Bernardo Bertolucci,Jean-Louis Trintignant|Stefania Sandrelli|Gastone Moschin,7.6,Drama Bernardo Bertolucci Jean-Louis Trintignant|Stefania Sandrelli|Gastone Moschin
Interview with the Assassin,Drama|Thriller,Neil Burger,Dylan Haggerty|Renee Faia|Dennis Lau,5.6,Drama|Thriller Neil Burger Dylan Haggerty|Renee Faia|Dennis Lau
Donkey Punch,Horror|Drama|Thriller|Crime,Olly Blackburn,Nichola Burley|Sian Breckin|Jaime Winstone,4.5,Horror|Drama|Thriller|Crime Olly Blackburn Nichola Burley|Sian Breckin|Jaime Winstone
All the Boys Love Mandy Lane,Horror|Mystery|Thriller,Jonathan Levine,Amber Heard|Anson Mount|Michael Welch,5.7,Horror|Mystery|Thriller Jonathan Levine Amber Heard|Anson Mount|Michael Welch
Bled,Horror,Christopher Hutson,Sarah Farooqui|Chris Ivan Cevic|Alex Petrovitch,3.8,Horror Christopher Hutson Sarah Farooqui|Chris Ivan Cevic|Alex Petrovitch
High Noon,Western,Fred Zinnemann,Gary Cooper|Grace Kelly|Thomas Mitchell,7.6,Western Fred Zinnemann Gary Cooper|Grace Kelly|Thomas Mitchell
Hoop Dreams,Documentary,Steve James,William Gates|Arthur Agee|Steve James,7.7,Documentary Steve James William Gates|Arthur Agee|Steve James
Rize,Documentary,David LaChapelle,Christopher Toler|Tommy the Clown|Miss Prissy,5.9,Documentary David LaChapelle Christopher Toler|Tommy the Clown|Miss Prissy
L.I.E.,Drama,Michael Cuesta,Paul Dano|Bruce Altman|Brian Cox,6.7,Drama Michael Cuesta Paul Dano|Bruce Altman|Brian Cox
The Sisterhood of Night,Mystery|Drama|Thriller,Caryn Waechter,Kara Hayward|Georgie Henley|Olivia DeJonge,6.5,Mystery|Drama|Thriller Caryn Waechter Kara Hayward|Georgie Henley|Olivia DeJonge
B-Girl,Crime|Drama|Music,Emily Dell,Julie 'Jules' Urich|Missy Yager|Wesley Jonathan,5.5,Crime|Drama|Music Emily Dell Julie 'Jules' Urich|Missy Yager|Wesley Jonathan
Half Nelson,Drama,Ryan Fleck,Ryan Gosling|Jeff Lima|Shareeka Epps,6.5,Drama Ryan Fleck Ryan Gosling|Jeff Lima|Shareeka Epps
Naturally Native,Drama,Valerie Red-Horse,Valerie Red-Horse|Yvonne Russo|Irene Bedard,0.0,Drama Valerie Red-Horse Valerie Red-Horse|Yvonne Russo|Irene Bedard
Hav Plenty,Action|Comedy|Romance|Science Fiction|Thriller,Christopher Scott Cherot,Christopher Scott Cherot|Chenoa Maxwell|Tammi Katherine Jones,0.0,Action|Comedy|Romance|Science Fiction|Thriller Christopher Scott Cherot Christopher Scott Cherot|Chenoa Maxwell|Tammi Katherine Jones
Adulterers,Thriller|Crime|Drama,H.M. Coakley,Sean Faris|Danielle Savre|Mehcad Brooks,5.2,Thriller|Crime|Drama H.M. Coakley Sean Faris|Danielle Savre|Mehcad Brooks
Escape from Tomorrow,Horror|Fantasy,Randy Moore,Roy Abramsohn|Elena Schuber|Katelynn Rodriguez,4.8,Horror|Fantasy Randy Moore Roy Abramsohn|Elena Schuber|Katelynn Rodriguez
Starsuckers,Documentary|Foreign,Chris Atkins,Ellis Cashmore|Max Clifford|Richard Curtis,6.2,Documentary|Foreign Chris Atkins Ellis Cashmore|Max Clifford|Richard Curtis
The Hadza:  Last of the First,Documentary,Bill Benenson,,0.0,Documentary Bill Benenson 
After,Mystery|Thriller,Ryan Smith,Steven Strait|Karolina Wydra|Sandra Ellis Lafferty,5.6,Mystery|Thriller Ryan Smith Steven Strait|Karolina Wydra|Sandra Ellis Lafferty
Treachery,Drama,Travis Romero,Matthew Ziff|Michael Biehn|Sarah Butler,4.8,Drama Travis Romero Matthew Ziff|Michael Biehn|Sarah Butler
Walter,Drama|Comedy,Anna Mastro,Andrew J. West|Justin Kirk|Virginia Madsen,5.3,Drama|Comedy Anna Mastro Andrew J. West|Justin Kirk|Virginia Madsen
Top Hat,Comedy|Music|Romance,Mark Sandrich,Fred Astaire|Ginger Rogers|Edward Everett Horton,7.4,Comedy|Music|Romance Mark Sandrich Fred Astaire|Ginger Rogers|Edward Everett Horton
The Blair Witch Project,Horror|Mystery,Daniel Myrick,Michael C. Williams|Heather Donahue|Joshua Leonard,6.3,Horror|Mystery Daniel Myrick Michael C. Williams|Heather Donahue|Joshua Leonard
Woodstock,History|Documentary|Music,Michael Wadleigh,Joe Cocker|Richie Havens|Joan Baez,7.1,History|Documentary|Music Michael Wadleigh Joe Cocker|Richie Havens|Joan Baez
The Kentucky Fried Movie,Comedy,John Landis,Evan C. Kim|Bong Soo Han|Marilyn Joi,6.4,Comedy John Landis Evan C. Kim|Bong Soo Han|Marilyn Joi
Mercy Streets,Action|Adventure|Drama,Jon Gunn,Eric Roberts|David A.R. White|Cynthia Watros,5.5,Action|Adventure|Drama Jon Gunn Eric Roberts|David A.R. White|Cynthia Watros
Carousel of Revenge,Thriller|Mystery,Gene Teigland,Erik Allen|Randy Baranczyk|Chris Carlson,0.0,Thriller|Mystery Gene Teigland Erik Allen|Randy Baranczyk|Chris Carlson
Broken Vessels,Drama,Scott Ziehl,Todd Field|Jason London|Roxana Zal,6.0,Drama Scott Ziehl Todd Field|Jason London|Roxana Zal
Water & Power,Crime|Drama,Richard Montoya,Enrique Murciano|Nicholas Gonzalez|Clancy Brown,3.0,Crime|Drama Richard Montoya Enrique Murciano|Nicholas Gonzalez|Clancy Brown
They Will Have to Kill Us First,Music|Documentary,Johanna Schwartz,Aliou Touré|Oumar Touré|Garba Touré,5.0,Music|Documentary Johanna Schwartz Aliou Touré|Oumar Touré|Garba Touré
Light from the Darkroom,,,,0.0,  
The Country Doctor,Drama|Comedy,Thomas Lilti,François Cluzet|Marianne Denicourt|Isabelle Sadoyan,6.0,Drama|Comedy Thomas Lilti François Cluzet|Marianne Denicourt|Isabelle Sadoyan
The Maid's Room,Thriller,Michael Walker,Paula Garcés|Annabella Sciorra|Bill Camp,4.8,Thriller Michael Walker Paula Garcés|Annabella Sciorra|Bill Camp
A Hard Day's Night,Comedy|Music,Richard Lester,John Lennon|Paul McCartney|George Harrison,7.3,Comedy|Music Richard Lester John Lennon|Paul McCartney|George Harrison
The Harvest (La Cosecha),Documentary,U. Roberto Romano,,0.0,Documentary U. Roberto Romano 
Love Letters,Drama|Thriller,Amy Holden Jones,Jamie Lee Curtis|Bonnie Bartlett|Matt Clark,4.6,Drama|Thriller Amy Holden Jones Jamie Lee Curtis|Bonnie Bartlett|Matt Clark
Juliet and Alfa Romeo,Comedy|Drama,Blaž Završnik,Dario Nožić Serini|Jan Gerl Korenc|Špela Colja,6.0,Comedy|Drama Blaž Završnik Dario Nožić Serini|Jan Gerl Korenc|Špela Colja
Fireproof,Drama,Alex Kendrick,Kirk Cameron|Erin Bethea|Ken Bevel,7.0,Drama Alex Kendrick Kirk Cameron|Erin Bethea|Ken Bevel
Faith Connections,Documentary|Drama,Pan Nalin,Bhole Baba|Hatha Yogi Baba|Pant Shirt Baba,4.2,Documentary|Drama Pan Nalin Bhole Baba|Hatha Yogi Baba|Pant Shirt Baba
Benji,Adventure|Family|Romance,Joe Camp,Patsy Garrett|Allen Fiuzat|Cynthia Smith,6.1,Adventure|Family|Romance Joe Camp Patsy Garrett|Allen Fiuzat|Cynthia Smith
Open Water,Drama|Thriller,Chris Kentis,Blanchard Ryan|Daniel Travis|Saul Stein,5.4,Drama|Thriller Chris Kentis Blanchard Ryan|Daniel Travis|Saul Stein
High Road,Comedy,Matt Walsh,Kathryn Burns|Lizzy Caplan|Michael Coleman,5.8,Comedy Matt Walsh Kathryn Burns|Lizzy Caplan|Michael Coleman
Kingdom of the Spiders,Horror|Science Fiction,John 'Bud' Cardos,William Shatner|Tiffany Bolling|Woody Strode,5.7,Horror|Science Fiction John 'Bud' Cardos William Shatner|Tiffany Bolling|Woody Strode
Mad Hot Ballroom,Documentary|Family,Marilyn Agrelo,,7.2,Documentary|Family Marilyn Agrelo 
The Station Agent,Drama|Comedy,Tom McCarthy,Peter Dinklage|Patricia Clarkson|Bobby Cannavale,7.4,Drama|Comedy Tom McCarthy Peter Dinklage|Patricia Clarkson|Bobby Cannavale
To Save A Life,Drama,Brian Baugh,Randy Wayne|Deja Kreutzberg|Joshua Weigel,6.2,Drama Brian Baugh Randy Wayne|Deja Kreutzberg|Joshua Weigel
Wordplay,Documentary,Patrick Creadon,Will Shortz|Merl Reagle|Tyler Hinman,7.3,Documentary Patrick Creadon Will Shortz|Merl Reagle|Tyler Hinman
Beyond the Mat,Documentary,Barry W. Blaustein,Mick Foley|Terry Funk|Vince McMahon,7.8,Documentary Barry W. Blaustein Mick Foley|Terry Funk|Vince McMahon
The Singles Ward,Comedy|Drama|Family|Romance,Kurt Hale,Will Swenson|Connie Young|Daryn Tufts,7.5,Comedy|Drama|Family|Romance Kurt Hale Will Swenson|Connie Young|Daryn Tufts
Osama,Drama,Siddiq Barmak,Marina Golbahari|Arif Herati|Zubaida Sahar,6.3,Drama Siddiq Barmak Marina Golbahari|Arif Herati|Zubaida Sahar
Sholem Aleichem: Laughing In The Darkness,Documentary,Joseph Dorman,Rachel Dratch|Hillel Halkin|Jason Kravitz,7.0,Documentary Joseph Dorman Rachel Dratch|Hillel Halkin|Jason Kravitz
Groove,Drama|Music|Romance,Greg Harrison,Hamish Linklater|Denny Kirkwood|Mackenzie Firgens,5.6,Drama|Music|Romance Greg Harrison Hamish Linklater|Denny Kirkwood|Mackenzie Firgens
The R.M.,Comedy|Crime|Family,Kurt Hale,Kirby Heyborne,4.8,Comedy|Crime|Family Kurt Hale Kirby Heyborne
Twin Falls Idaho,Drama|Romance,Michael Polish,Mark Polish|Michael Polish|Michele Hicks,7.0,Drama|Romance Michael Polish Mark Polish|Michael Polish|Michele Hicks
Mean Creek,Crime|Drama,Jacob Aaron Estes,Rory Culkin|Scott Mechlowicz|Trevor Morgan,6.9,Crime|Drama Jacob Aaron Estes Rory Culkin|Scott Mechlowicz|Trevor Morgan
Hurricane Streets,Romance|Crime|Drama,Morgan J. Freeman,Brendan Sexton III|Antoine McLean|Mtume Gant,4.8,Romance|Crime|Drama Morgan J. Freeman Brendan Sexton III|Antoine McLean|Mtume Gant
Never Again,Comedy|Romance,Eric Schaeffer,Jeffrey Tambor|Jill Clayburgh|Caroline Aaron,4.0,Comedy|Romance Eric Schaeffer Jeffrey Tambor|Jill Clayburgh|Caroline Aaron
Civil Brand,Crime|Drama|Thriller,Neema Barnette,LisaRaye McCoy|N'Bushe Wright|Monica Calhoun,5.3,Crime|Drama|Thriller Neema Barnette LisaRaye McCoy|N'Bushe Wright|Monica Calhoun
Lonesome Jim,Comedy|Drama|Romance,Steve Buscemi,Casey Affleck|Kevin Corrigan|Liv Tyler,6.4,Comedy|Drama|Romance Steve Buscemi Casey Affleck|Kevin Corrigan|Liv Tyler
Drinking Buddies,Romance|Drama,Joe Swanberg,Olivia Wilde|Jake Johnson|Anna Kendrick,6.0,Romance|Drama Joe Swanberg Olivia Wilde|Jake Johnson|Anna Kendrick
Deceptive Practice: The Mysteries and Mentors of Ricky Jay,Documentary,Molly Bernstein,Ricky Jay|Dick Cavett|Winston Simon,7.1,Documentary Molly Bernstein Ricky Jay|Dick Cavett|Winston Simon
Seven Samurai,Action|Drama,Akira Kurosawa,Toshirō Mifune|Takashi Shimura|Yoshio Inaba,8.2,Action|Drama Akira Kurosawa Toshirō Mifune|Takashi Shimura|Yoshio Inaba
The Other Dream Team,Documentary,Marius Markevicius,Greg Speirs|Jim Lampley|Bill Walton,6.9,Documentary Marius Markevicius Greg Speirs|Jim Lampley|Bill Walton
Johnny Suede,Comedy|Romance,Tom DiCillo,Brad Pitt|Calvin Levels|Catherine Keener,4.7,Comedy|Romance Tom DiCillo Brad Pitt|Calvin Levels|Catherine Keener
Finishing The Game,Comedy,Justin Lin,Roger Fan|Sung Kang|Monique Gabriela Curnen,4.9,Comedy Justin Lin Roger Fan|Sung Kang|Monique Gabriela Curnen
Rubber,Comedy|Drama|Fantasy|Horror|Mystery,Quentin Dupieux,Thomas F. Duffy|David Bowe|Stephen Spinella,5.7,Comedy|Drama|Fantasy|Horror|Mystery Quentin Dupieux Thomas F. Duffy|David Bowe|Stephen Spinella
Kiss the Bride,Drama|Comedy|Romance,C. Jay Cox,Tori Spelling|Les Williams,4.2,Drama|Comedy|Romance C. Jay Cox Tori Spelling|Les Williams
The Slaughter Rule,Drama,Alex Smith,Ryan Gosling|David Morse|Clea DuVall,6.2,Drama Alex Smith Ryan Gosling|David Morse|Clea DuVall
Monsters,Drama|Thriller|Science Fiction,Gareth Edwards,Whitney Able|Scoot McNairy|Annalee Jefferies,6.2,Drama|Thriller|Science Fiction Gareth Edwards Whitney Able|Scoot McNairy|Annalee Jefferies
The Californians,Drama|Comedy,Jonathan Parker,Noah Wyle|Illeana Douglas|Kate Mara,4.0,Drama|Comedy Jonathan Parker Noah Wyle|Illeana Douglas|Kate Mara
The Living Wake,Comedy,Sol Tryon,Jesse Eisenberg|Mike O'Connell|Jim Gaffigan,5.0,Comedy Sol Tryon Jesse Eisenberg|Mike O'Connell|Jim Gaffigan
Detention of the Dead,Comedy|Horror,Alex Craig Mann,Jacob Zachar|Alexa Nikolas|Christa Brittany  Allen,4.5,Comedy|Horror Alex Craig Mann Jacob Zachar|Alexa Nikolas|Christa Brittany  Allen
Crazy Stone,Action|Comedy,Ning Hao,Guo Tao|Liu Hua|Liu Gang,6.9,Action|Comedy Ning Hao Guo Tao|Liu Hua|Liu Gang
Scott Walker: 30 Century Man,Documentary|Music,Stephen Kijak,Scott Walker|Damon Albarn|David Bowie,7.0,Documentary|Music Stephen Kijak Scott Walker|Damon Albarn|David Bowie
Everything Put Together,Drama,Marc Forster,Radha Mitchell|Megan Mullally|Catherine Lloyd Burns,5.0,Drama Marc Forster Radha Mitchell|Megan Mullally|Catherine Lloyd Burns
Good Kill,Action|Drama|Thriller,Andrew Niccol,Ethan Hawke|January Jones|Zoë Kravitz,5.9,Action|Drama|Thriller Andrew Niccol Ethan Hawke|January Jones|Zoë Kravitz
The Outrageous Sophie Tucker,,William Gazecki,,0.0, William Gazecki 
Now Is Good,Drama|Romance,Ol Parker,Dakota Fanning|Jeremy Irvine|Kaya Scodelario,7.3,Drama|Romance Ol Parker Dakota Fanning|Jeremy Irvine|Kaya Scodelario
Girls Gone Dead,Horror|Comedy,Michael Hoffman Jr.,Katie Peterson|Shea Stewart|Brandy Whitford,3.5,Horror|Comedy Michael Hoffman Jr. Katie Peterson|Shea Stewart|Brandy Whitford
America Is Still the Place,,,,0.0,  
Subconscious,Action|Thriller|Mystery,Georgia Hilton,Tim Abell|Naomi Brockwell|Aleisha Force,3.4,Action|Thriller|Mystery Georgia Hilton Tim Abell|Naomi Brockwell|Aleisha Force
Enter Nowhere,Mystery|Science Fiction|Thriller,Jack Heller,Katherine Waterston|Scott Eastwood|Sara Paxton,6.5,Mystery|Science Fiction|Thriller Jack Heller Katherine Waterston|Scott Eastwood|Sara Paxton
El Rey de Najayo,Crime|Drama,Fernando Baez Mella,Manny Pérez|Luz Garcia|Sergio Carlo,0.0,Crime|Drama Fernando Baez Mella Manny Pérez|Luz Garcia|Sergio Carlo
Fight to the Finish,Romance|Action,Warren Sheppard,Jennifer Hale|Evan Hannemann|Tonya Kay,5.2,Romance|Action Warren Sheppard Jennifer Hale|Evan Hannemann|Tonya Kay
Alleluia! The Devil's Carnival,Music|Horror,Darren Lynn Bousman,Terrance Zdunich|Paul Sorvino|Marc Senter,6.0,Music|Horror Darren Lynn Bousman Terrance Zdunich|Paul Sorvino|Marc Senter
The Sound and the Shadow,Thriller|Comedy|Mystery,Justin Paul Miller,Joseph E. Murray|Alex Anfanger|Rhomeyn Johnson,0.0,Thriller|Comedy|Mystery Justin Paul Miller Joseph E. Murray|Alex Anfanger|Rhomeyn Johnson
Rodeo Girl,Family,Joel Paul Reisig,Kevin Sorbo|Sophie Bolen|Derek Brandon,5.5,Family Joel Paul Reisig Kevin Sorbo|Sophie Bolen|Derek Brandon
Born to Fly: Elizabeth Streb vs. Gravity,Documentary,Catherine Gund,Elizabeth Streb|Fabio Tavares|Sarah Callan,5.0,Documentary Catherine Gund Elizabeth Streb|Fabio Tavares|Sarah Callan
